"Région,Département,""COM ARRT/VILLE"",COMMUNE,QUARTIERS/VILLAGES,QUARTIER/VILLAGE/HAMEAU,CONCESSION,MENAGE,HOMMES,FEMMES,POPULATION"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",DIENDE,,,,,8425,8278,16703"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",SAKAR,,,,,5778,5757,11535"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",""DIANNAH BA"",,,,,4594,4651,9245"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",KOUSSY,,,,,6693,6066,12759"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",OUDOUCAR,,,,,5983,5989,11972"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",""SAMA KANTA PEULH"",,,,,2254,2103,4357"
"SEDHIOU,SEDHIOU,""AR. DIENDE"",""COM. DIANAH MALARY"",,,,,1645,1627,3272"
"SEDHIOU,SEDHIOU,""AR. DJIBABOUYA"",""BENET- BIJINI"",,,,,7259,6557,13816"
"SEDHIOU,SEDHIOU,""AR. DJIBABOUYA"",SANSAMBA,,,,,9250,8845,18095"
"SEDHIOU,SEDHIOU,""AR. DJIBABOUYA"",DJIBABOUYA,,,,,3630,3215,6845"
"SEDHIOU,SEDHIOU,""AR. DJIREDJI"",BAMBALI,,,,,10766,9658,20424"
"SEDHIOU,SEDHIOU,""AR. DJIREDJI"",DJIREDJI,,,,,12192,10754,22946"
"SEDHIOU,BOUNKILING,""COM. BOUNKILING"",""COM. BOUNKILING"",,,,,5026,4943,9969"
"SEDHIOU,BOUNKILING,""AR. BOGHAL"",BOGHAL,,,,,9882,9679,19561"
"SEDHIOU,BOUNKILING,""AR. BOGHAL"",TANKON,,,,,18037,16312,34349"
"SEDHIOU,BOUNKILING,""AR. BOGHAL"",DJINANY,,,,,2588,2220,4808"
"SEDHIOU,BOUNKILING,""AR. BOGHAL"",NDIAMALATHIEL,,,,,10147,10158,20305"
"SEDHIOU,BOUNKILING,""AR. BOGHAL"",""COM. NDIAMACOUTA"",,,,,5632,5911,11543"
"SEDHIOU,BOUNKILING,""AR. BONA"",BONA,,,,,4610,4270,8880"
"SEDHIOU,BOUNKILING,""AR. BONA"",DIACOUNDA,,,,,4379,4079,8458"
"SEDHIOU,BOUNKILING,""AR. BONA"",INOR,,,,,6529,5726,12255"
"SEDHIOU,BOUNKILING,""AR. BONA"",""KANDION MANGANA"",,,,,1283,1098,2381"
"SEDHIOU,BOUNKILING,""AR. DIAROUME"",DIAROUME,,,,,12604,11114,23718"
"SEDHIOU,BOUNKILING,""AR. DIAROUME"",DIAMBATY,,,,,7328,7192,14520"
"SEDHIOU,BOUNKILING,""AR. DIAROUME"",FAOUNE,,,,,9735,8859,18594"
"SEDHIOU,BOUNKILING,""AR. DIAROUME"",""COM. MADINA WANDIFA"",,,,,9539,8992,18531"
"SEDHIOU,GOUDOMP,""COM. GOUDOMP"",""COM. GOUDOMP"",,,,,8137,7856,15993"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",DJIBANAR,,,,,6296,5869,12165"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",KAOUR,,,,,2953,2748,5701"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",""MANGAROUNGOU SANTO"",,,,,7029,6660,13689"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",""SIMBADI BALANTE"",,,,,11765,11472,23237"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",""YARANG BALANTE"",,,,,8076,7804,15880"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",""COM. DIATTACOUNDA"",,,,,2512,2437,4949"
"SEDHIOU,GOUDOMP,""AR. DJIBANAR"",""COM. SAMINE"",,,,,3416,3116,6532"
"SEDHIOU,GOUDOMP,""AR. KARANTABA"",KARANTABA,,,,,9558,9357,18915"
"SEDHIOU,GOUDOMP,""AR. KARANTABA"",KOLIBANTANG,,,,,6590,6280,12870"
"SEDHIOU,GOUDOMP,""AR. SIMBANDI BRASSOU"",NIAGHA,,,,,7355,7375,14730"
"SEDHIOU,GOUDOMP,""AR. SIMBANDI BRASSOU"",""SIMBANDI BRASSOU"",,,,,8333,7969,16302"
"SEDHIOU,GOUDOMP,""AR. SIMBANDI BRASSOU"",BAGHERE,,,,,6727,6765,13492"
"SEDHIOU,GOUDOMP,""AR. SIMBANDI BRASSOU"",DIOUBOUDOU,,,,,3480,3479,6959"
"SEDHIOU,GOUDOMP,""AR. SIMBANDI BRASSOU"",""COM. TANAFF"",,,,,3479,3204,6683"
